"Street Address","Suburb","State","Postcode","Property Type","Bed","Bath","Car","Land Size (m²)","Floor Size (m²)","Year Built","Sale Price","Sale Date","Sale Type","Agency","Land Use","Development Zone","Parcel Details","Owner Type","Open in RPData"
"1/52 BRUNSWICK ROAD ","MITCHAM","VIC","3132","Unit: Standard","2","1","1","137","80","1977","$565,000","08 Sep 2018","-","Biggin & Scott Mitcham","Single Strata Unit/Villa Unit/Townhouse","General Residential Zone - Schedule 2","1/RP4777","Rented","https://rpp.corelogic.com.au/property/1-52-brunswick-road-mitcham-vic-3132/11847281"
"1 ALBERT STREET ","MITCHAM","VIC","3132","House: One Storey / Lowset","4","2","2","414","168","1940","$1,295,000","04 Sep 2018","-","Noel Jones Mitcham","Detached Dwelling","General Residential Zone - Schedule 1","40/LP2105","Owner Occupied","https://rpp.corelogic.com.au/property/1-albert-street-mitcham-vic-3132/11846214"
"23B VERNAL AVENUE ","MITCHAM","VIC","3132","House: Standard","2","1","1","259","105","-","$780,000","04 Sep 2018","-","Harcourts Vermont South","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","3/PS409477","Owner Occupied","https://rpp.corelogic.com.au/property/23b-vernal-avenue-mitcham-vic-3132/11859677"
"102/339 MITCHAM ROAD ","MITCHAM","VIC","3132","Unit: Standard","1","1","1","1,784","55","2014","$355,986","03 Sep 2018","-","Philip Webb Real Estate Doncaster","Strata Unit or Flat  (Unspecified)","Commercial 1 Zone","102/PS703655","Rented","https://rpp.corelogic.com.au/property/102-339-mitcham-road-mitcham-vic-3132/17001361"
"30 DEAKIN STREET ","MITCHAM","VIC","3132","House","4","2","3","446","240.4","1950","$1,285,000","01 Sep 2018","-","Harcourts - Mitcham","Detached Dwelling","Neighbourhood Residential Zone - Schedule 4","6/LP3045","Owner Occupied","https://rpp.corelogic.com.au/property/30-deakin-street-mitcham-vic-3132/11849566"
"3 KAURI COURT ","MITCHAM","VIC","3132","House: One Storey / Lowset","4","2","2","585","155","1980","$932,000","01 Sep 2018","-","Fletchers Manningham","Detached Dwelling","General Residential Zone - Schedule 1","66/LP52157","Rented","https://rpp.corelogic.com.au/property/3-kauri-court-mitcham-vic-3132/11852983"
"95 ORIENT AVENUE ","MITCHAM","VIC","3132","House","3","2","3","555","140","1978","$949,000","27 Aug 2018","-","Noel Jones Mitcham","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","3/LP98333","Owner Occupied","https://rpp.corelogic.com.au/property/95-orient-avenue-mitcham-vic-3132/11856002"
"1/6 PERCY STREET ","MITCHAM","VIC","3132","Unit","3","2","-","785","113","2020","$750,000","27 Aug 2018","-","-","Strata Unit or Flat  (Unspecified)","General Residential Zone - Schedule 2","1/PS749873","Owner Occupied","https://rpp.corelogic.com.au/property/1-6-percy-street-mitcham-vic-3132/45214384"
"52 BARKLY TERRACE ","MITCHAM","VIC","3132","Unit: Standard","2","1","1","445","-","-","$721,000","25 Aug 2018","-","Ray White Real Estate Mitcham","Detached Dwelling","General Residential Zone - Schedule 2","1/PS347469","Owner Occupied","https://rpp.corelogic.com.au/property/52-barkly-terrace-mitcham-vic-3132/11846781"
"2/3 ROTHERWOOD AVENUE ","MITCHAM","VIC","3132","Unit: Standard","2","1","1","210","99","2001","$726,000","25 Aug 2018","-","Jellis Craig Blackburn","Detached Dwelling","Neighbourhood Residential Zone - Schedule 4","2/PS444457","Rented","https://rpp.corelogic.com.au/property/2-3-rotherwood-avenue-mitcham-vic-3132/11857981"
"6/5-7 CASELLA STREET ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","3","2","2","215","141","2009","$816,500","21 Aug 2018","-","Ray White Real Estate Mitcham","Detached Dwelling","Neighbourhood Residential Zone - Schedule 1","6/PS613318","Owner Occupied","https://rpp.corelogic.com.au/property/6-5-7-casella-street-mitcham-vic-3132/15824059"
"HEATHERDALE ROAD ","MITCHAM","VIC","3132","Unit: Standard","3","-","-","496","113","1960","$615,000","21 Aug 2018","-","-","Single Strata Unit/Villa Unit/Townhouse","Neighbourhood Residential Zone - Schedule 3","9/SP29326","Owner Occupied","https://rpp.corelogic.com.au/property/heatherdale-road-mitcham-vic-3132/35425752"
"HEATHERDALE ROAD ","MITCHAM","VIC","3132","Unit: Standard","3","-","-","496","113","1960","$615,000","21 Aug 2018","-","-","Single Strata Unit/Villa Unit/Townhouse","Neighbourhood Residential Zone - Schedule 3","8/SP29326","Owner Occupied","https://rpp.corelogic.com.au/property/heatherdale-road-mitcham-vic-3132/34385379"
"5/138 HEATHERDALE ROAD ","MITCHAM","VIC","3132","Unit: Standard","3","1","2","449","101.92","1985","$615,000","21 Aug 2018","-","Buxton - Ashburton","Single Strata Unit/Villa Unit/Townhouse","Neighbourhood Residential Zone - Schedule 3","5/SP29326","Owner Occupied","https://rpp.corelogic.com.au/property/5-138-heatherdale-road-mitcham-vic-3132/11852335"
"20 COCHRANE STREET ","MITCHAM","VIC","3132","House: One Storey / Lowset","2","2","2","259","89","1990","$726,000","18 Aug 2018","-","Ray White Real Estate Mitcham","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","2/PS319527","Owner Occupied","https://rpp.corelogic.com.au/property/20-cochrane-street-mitcham-vic-3132/11848546"
"20 DAMPIER GROVE ","MITCHAM","VIC","3132","House: One Storey / Lowset","3","1","1","673","119","-","$880,000","18 Aug 2018","-","Noel Jones Real Estate Box Hill","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","1/LP54064","Rented","https://rpp.corelogic.com.au/property/20-dampier-grove-mitcham-vic-3132/14423687"
"WALKER AVENUE ","MITCHAM","VIC","3132","Unit: Standard","2","1","1","109","110","1970","$490,000","18 Aug 2018","-","-","Single Strata Unit/Villa Unit/Townhouse","Neighbourhood Residential Zone - Schedule 3","10/RP548","Owner Occupied","https://rpp.corelogic.com.au/property/walker-avenue-mitcham-vic-3132/36758724"
"4/2 WALKER AVENUE ","MITCHAM","VIC","3132","Unit: Standard","2","1","1","109","79","1970","$490,000","18 Aug 2018","-","Ray White Real Estate Mitcham","Single Strata Unit/Villa Unit/Townhouse","Neighbourhood Residential Zone - Schedule 3","4/RP548","Rented","https://rpp.corelogic.com.au/property/4-2-walker-avenue-mitcham-vic-3132/11859879"
"19 FERGUSON STREET ","MITCHAM","VIC","3132","House","3","1","1","1,043","530","2020","$1,151,000","16 Aug 2018","-","Biggin & Scott Mitcham","Detached Dwelling","General Residential Zone - Schedule 2","53/LP8807","Rented","https://rpp.corelogic.com.au/property/19-ferguson-street-mitcham-vic-3132/11850768"
"14 RONALD STREET ","MITCHAM","VIC","3132","House: One Storey / Lowset","3","2","2","504","146","2007","$1,175,000","13 Aug 2018","-","Noel Jones Mitcham","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","1/PS510983","Owner Occupied","https://rpp.corelogic.com.au/property/14-ronald-street-mitcham-vic-3132/11857686"
"3/445-447 MITCHAM ROAD ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","3","2","2","293","157","2003","$820,000","11 Aug 2018","-","Philip Webb - Doncaster East","Single Strata Unit/Villa Unit/Townhouse","Neighbourhood Residential Zone - Schedule 1","3/PS504749","Rented","https://rpp.corelogic.com.au/property/3-445-447-mitcham-road-mitcham-vic-3132/11854703"
"507 MITCHAM ROAD ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","3","2","1","1,027","152","2025","$1,400,000","11 Aug 2018","-","Noel Jones Mitcham","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","32/LP8289","Rented","https://rpp.corelogic.com.au/property/507-mitcham-road-mitcham-vic-3132/35478278"
"2A RYE STREET ","MITCHAM","VIC","3132","Unit: Standard","3","1","2","343","134","1991","$831,000","11 Aug 2018","-","Jellis Craig Blackburn","Detached Dwelling","Neighbourhood Residential Zone - Schedule 4","2/CS1760","Owner Occupied","https://rpp.corelogic.com.au/property/2a-rye-street-mitcham-vic-3132/11858210"
"G11/569 WHITEHORSE ROAD ","MITCHAM","VIC","3132","Flats: Self Contained","3","2","1","3,197","-","2017","$600,000","10 Aug 2018","-","BIGGIN SCOTT MITCHAM","OYO Subdivided Flat","Residential Growth Zone - Schedule 1","102B/PS701327","Owner Occupied","https://rpp.corelogic.com.au/property/g11-569-whitehorse-road-mitcham-vic-3132/18080386"
"411B/1 COLOMBO STREET ","MITCHAM","VIC","3132","Unit: Standard","1","1","1","3,890","40","2012","$295,000","09 Aug 2018","-","Ray White Real Estate Mitcham","OYO Subdivided Flat","Mixed Use Zone","401B/PS632398","Rented","https://rpp.corelogic.com.au/property/411b-1-colombo-street-mitcham-vic-3132/16948669"
"201/372 MITCHAM ROAD ","MITCHAM","VIC","3132","Unit","2","1","-","1,538","76","2020","$535,000","08 Aug 2018","-","-","Strata Unit or Flat  (Unspecified)","Neighbourhood Residential Zone - Schedule 4","201/PS823425","Owner Occupied","https://rpp.corelogic.com.au/property/201-372-mitcham-road-mitcham-vic-3132/47455407"
"202/372 MITCHAM ROAD ","MITCHAM","VIC","3132","Unit","3","2","2","1,538","117","2020","$840,000","08 Aug 2018","-","-","Strata Unit or Flat  (Unspecified)","Neighbourhood Residential Zone - Schedule 4","202/PS823425","Rented","https://rpp.corelogic.com.au/property/202-372-mitcham-road-mitcham-vic-3132/47455060"
"28 CONVENT LANE ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","2","1","1","148","72","2007","$563,000","04 Aug 2018","-","Ray White Real Estate Mitcham","Single Strata Unit/Villa Unit/Townhouse","General Residential Zone - Schedule 1","3/PS542549","Owner Occupied","https://rpp.corelogic.com.au/property/28-convent-lane-mitcham-vic-3132/16533475"
"1/10 ORIENT AVENUE ","MITCHAM","VIC","3132","Unit: Standard","3","2","2","168","142","1998","$770,000","03 Aug 2018","-","Noel Jones - Ringwood & Croydon","Single Strata Unit/Villa Unit/Townhouse","Neighbourhood Residential Zone - Schedule 1","1/PS408905","Owner Occupied","https://rpp.corelogic.com.au/property/1-10-orient-avenue-mitcham-vic-3132/11855743"
"1 HIGHLAND AVENUE ","MITCHAM","VIC","3132","House: One Storey / Lowset","5","2","2","687","175","1970","$1,185,000","28 Jul 2018","-","-","Detached Dwelling","Neighbourhood Residential Zone - Schedule 1","1/TP625356","Owner Occupied","https://rpp.corelogic.com.au/property/1-highland-avenue-mitcham-vic-3132/11852485"
"4/50 CREEK ROAD ","MITCHAM","VIC","3132","Unit: Standard","3","1","1","246","99","1980","$842,000","27 Jul 2018","-","Noel Jones Mitcham","Single Strata Unit/Villa Unit/Townhouse","General Residential Zone - Schedule 2","4/SP31651","Rented","https://rpp.corelogic.com.au/property/4-50-creek-road-mitcham-vic-3132/11849066"
"MITCHAM ROAD ","MITCHAM","VIC","3132","Unit: Standard","2","1","1","2,784","94","1975","$585,000","24 Jul 2018","-","-","Single Strata Unit/Villa Unit/Townhouse","General Residential Zone - Schedule 2","36/RP3510","Owner Occupied","https://rpp.corelogic.com.au/property/mitcham-road-mitcham-vic-3132/35099633"
"17/494-498 MITCHAM ROAD ","MITCHAM","VIC","3132","Unit: Standard","2","1","1","185","80","1975","$585,000","24 Jul 2018","-","RT Edgar Manningham","Single Strata Unit/Villa Unit/Townhouse","General Residential Zone - Schedule 2","17/RP3510","Rented","https://rpp.corelogic.com.au/property/17-494-498-mitcham-road-mitcham-vic-3132/11854942"
"36 LINLITHGOW STREET ","MITCHAM","VIC","3132","House","4","3","2","398","189","2020","$808,000","23 Jul 2018","-","Jellis Craig Whitehorse","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","1/PS835802","Owner Occupied","https://rpp.corelogic.com.au/property/36-linlithgow-street-mitcham-vic-3132/47520603"
"6 LUCKNOW STREET ","MITCHAM","VIC","3132","House","4","2","1","615","156","1945","$0","23 Jul 2018","Nils And Wills","K R ROSE & COMPANY MITCHAM","Detached Dwelling (existing)","Neighbourhood Residential Zone - Schedule 3","1/LP17076","Owner Occupied","https://rpp.corelogic.com.au/property/6-lucknow-street-mitcham-vic-3132/14423707"
"4/43-45 MCDOWALL STREET ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","3","1","2","155","-","1997","$690,000","23 Jul 2018","-","Barry Plant Blackburn","Single Strata Unit/Villa Unit/Townhouse","Residential Growth Zone - Schedule 1","4/PS408101","Rented","https://rpp.corelogic.com.au/property/4-43-45-mcdowall-street-mitcham-vic-3132/11853811"
"120B/1 COLOMBO STREET ","MITCHAM","VIC","3132","Unit: Standard","1","1","1","3,890","38","2012","$308,000","21 Jul 2018","-","Philip Webb Real Estate Doncaster","Single Strata Unit/Villa Unit/Townhouse","Mixed Use Zone","110B/PS632398","Rented","https://rpp.corelogic.com.au/property/120b-1-colombo-street-mitcham-vic-3132/16172884"
"8/14-16 MCGHEE AVENUE ","MITCHAM","VIC","3132","Unit: Standard","2","1","1","169","92","2000","$640,000","21 Jul 2018","-","Noel Jones - Ringwood & Croydon","Single Strata Unit/Villa Unit/Townhouse","General Residential Zone - Schedule 2","8/PS320996","Rented","https://rpp.corelogic.com.au/property/8-14-16-mcghee-avenue-mitcham-vic-3132/11853912"
"29 CHURINGA AVENUE ","MITCHAM","VIC","3132","House","4","2","1","891","136","1965","$990,000","19 Jul 2018","-","Noel Jones - Mitcham","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","10/LP21158","Rented","https://rpp.corelogic.com.au/property/29-churinga-avenue-mitcham-vic-3132/11848233"
"42 WARNES ROAD ","MITCHAM","VIC","3132","House: One Storey / Lowset","3","1","4","909","150","1950","$940,000","18 Jul 2018","-","Jellis Craig - Blackburn","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","112/LP8022","Rented","https://rpp.corelogic.com.au/property/42-warnes-road-mitcham-vic-3132/11860235"
"2 ENDEAVOUR STREET ","MITCHAM","VIC","3132","House: One Storey / Lowset","4","3","2","408","130","2018","$1,157,500","11 Jul 2018","-","-","Detached Dwelling","Neighbourhood Residential Zone - Schedule 4","1/PS805479","Owner Occupied","https://rpp.corelogic.com.au/property/2-endeavour-street-mitcham-vic-3132/37548016"
"2/20 JAMES AVENUE ","MITCHAM","VIC","3132","Unit: Standard","2","1","1","322","103","1960","$499,000","11 Jul 2018","-","RAY WHITE MITCHAM","Single Strata Unit/Villa Unit/Townhouse","Neighbourhood Residential Zone - Schedule 3","2/PS611135","Rented","https://rpp.corelogic.com.au/property/2-20-james-avenue-mitcham-vic-3132/14252175"
"55 CREEK ROAD ","MITCHAM","VIC","3132","House: One Storey / Lowset","3","1","1","841","125","-","$537,500","09 Jul 2018","-","Noel Jones Real Estate Blackburn","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","14/LP28014","Owner Occupied","https://rpp.corelogic.com.au/property/55-creek-road-mitcham-vic-3132/11849082"
"19 BASINGSTOKE ROAD ","MITCHAM","VIC","3132","House: One Storey / Lowset","3","1","1","584","140","1970","$835,000","04 Jul 2018","-","Ray White Real Estate Mitcham","Detached Dwelling","Neighbourhood Residential Zone - Schedule 4","265/LP26190","Rented","https://rpp.corelogic.com.au/property/19-basingstoke-road-mitcham-vic-3132/11846844"
"9 BERRY AVENUE ","MITCHAM","VIC","3132","House: One Storey / Lowset","5","2","-","628","201.5","1950","$1,275,000","04 Jul 2018","-","Philip Webb Real Estate Doncaster","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","45/LP41887","Owner Occupied","https://rpp.corelogic.com.au/property/9-berry-avenue-mitcham-vic-3132/11846960"
"3/21 DUDLEY STREET ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","3","2","2","210","155","2018","$928,000","04 Jul 2018","-","Ray White Blackburn","Semi-Detached/Terrace Home/Row House","Neighbourhood Residential Zone - Schedule 3","3/PS811778","Owner Occupied","https://rpp.corelogic.com.au/property/3-21-dudley-street-mitcham-vic-3132/44230683"
"2/53 QUARRY ROAD ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","3","2","2","252","145","2002","$841,200","04 Jul 2018","-","Jellis Craig - Blackburn","Detached Dwelling","Neighbourhood Residential Zone - Schedule 1","3/PS444463","Rented","https://rpp.corelogic.com.au/property/2-53-quarry-road-mitcham-vic-3132/11857331"
"92 CREEK ROAD ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","3","2","1","431","144","-","$845,000","03 Jul 2018","-","STOCKDALE AND LEGGO","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","1/PS513566","Owner Occupied","https://rpp.corelogic.com.au/property/92-creek-road-mitcham-vic-3132/11849151"
"3/12 PANEL STREET ","MITCHAM","VIC","3132","Unit: Standard","1","1","1","102","51","1980","$341,000","02 Jul 2018","-","Purplebricks - Victoria","Single Strata Unit/Villa Unit/Townhouse","Neighbourhood Residential Zone - Schedule 3","3/PS348733","Owner Occupied","https://rpp.corelogic.com.au/property/3-12-panel-street-mitcham-vic-3132/11856389"
"42 VERNAL AVENUE ","MITCHAM","VIC","3132","House","4","2","2","716","180","-","$1,326,000","02 Jul 2018","-","Fletchers - Blackburn","Detached Dwelling","Neighbourhood Residential Zone - Schedule 1","8/LP20204","Owner Occupied","https://rpp.corelogic.com.au/property/42-vernal-avenue-mitcham-vic-3132/11859713"
"G05/569 WHITEHORSE ROAD ","MITCHAM","VIC","3132","Flats: Self Contained","3","2","2","3,197","112","2017","$600,000","02 Jul 2018","-","-","OYO Subdivided Flat","Residential Growth Zone - Schedule 1","105A/PS701327","Owner Occupied","https://rpp.corelogic.com.au/property/g05-569-whitehorse-road-mitcham-vic-3132/18061637"
"42 CHURINGA AVENUE ","MITCHAM","VIC","3132","House: One Storey / Lowset","4","1","2","734","212","1960","$985,000","30 Jun 2018","-","Woodards Real Estate Blackburn","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","40/LP43390","Owner Occupied","https://rpp.corelogic.com.au/property/42-churinga-avenue-mitcham-vic-3132/11848266"
"2/13 HEDGE END ROAD ","MITCHAM","VIC","3132","Unit: Standard","3","2","2","217","113","2005","$805,000","30 Jun 2018","-","Philip Webb - Doncaster East","Detached Dwelling","Neighbourhood Residential Zone - Schedule 4","2/PS540355","Rented","https://rpp.corelogic.com.au/property/2-13-hedge-end-road-mitcham-vic-3132/11852391"
"G05/372 MITCHAM ROAD ","MITCHAM","VIC","3132","Other","-","-","-","1,538","-","-","$462,000","21 Jun 2018","-","-","Strata Unit or Flat  (Unspecified)","Neighbourhood Residential Zone - Schedule 4","G05/PS823425","-","https://rpp.corelogic.com.au/property/g05-372-mitcham-road-mitcham-vic-3132/47455411"
"108 BRUNSWICK ROAD ","MITCHAM","VIC","3132","Unit","4","3","2","870","160","2023","$1,200,000","19 Jun 2018","-","Oxbridge Property Group","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","133/LP8809","Owner Occupied","https://rpp.corelogic.com.au/property/108-brunswick-road-mitcham-vic-3132/11847345"
